label,video_url,file_exists,letter,assuntos,acepção,exemplo,exemplo libras,classe gramatical,origem
ACERCAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acercarSm_Prog001.mp4,True,A,NENHUM,Aproximar-se; estar mais perto.,"Anteontem, na favela, a polícia acercou-se e prendeu quatro ladrões. Um fugiu.",ANTEONTEM FAVELA POLÍCIA ACERCAR LADRÃO 4 PRENDER 1 FUGIR.,VERBO,Nacional
ACERTAR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acertar1Sm_Prog001.mp4,True,A,NENHUM,atingir um alvo ou pessoa.,Uma bala de revólver acertou a cabeça do menino.,MENIN@ PEQUEN@ ACERTAR-TESTA BALA-REVOLVER.,VERBO,Nacional
ACERTAR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acertar2Sm_Prog001.mp4,True,A,NENHUM,Fazer de maneira correta; não errar.,Eu acertei tudo na prova de matemática.,MATEMATICA PROVA EU ACERTARdistributivo RESPOSTA+ T-U-D-O.,VERBO,Nacional
ACESO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acesoSm_Prog001.mp4,True,A,NENHUM,Que acendeu; cheio de claridade.,Deixe a luz permanecer acesa durante toda a madrugada.,LUZ PERMANECER DEIXAR ACES@ MADRUGADA-TOD@ OK!,ADJETIVO,Nacional
ACESSO1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acesso1Sm_Prog001.mp4,True,A,NENHUM,Ingresso; alcance; entrada.,Essa sala dá acesso para o computador?,ESS@ SALA COMPUTADOR ACESSO?,SUBSTANTIVO,Nacional
ACESSO2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acesso2Sm_Prog001.mp4,True,A,NENHUM,Ingresso; alcance; entrada.,É proibido o acesso das crianças à reunião.,REUNIÃO PROIBIDO CRIANÇA+ ACESSO.,SUBSTANTIVO,Nacional
ACHAR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/achar1Sm_Prog001.mp4,True,A,NENHUM,Encontrar por acaso; deparar; descobrir.,Terça-feira passada eu estava procurando um armário e achei um pelo preço de 50 reais.,TERÇA PASSAD@ EU PROCURAR ACHAR ARMÁRIO PREÇO 50.,VERBO,Nacional
ACHAR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/achar2Sm_Prog001.mp4,True,A,NENHUM,Ter uma opinião; considerar.,"Domingo, dia 16, Vasco e Flamengo vão competir. Eu acho, com certeza, que o Vasco vai ser campeão.",DOMINGO D-I-A 16 VASCO FLAMENGO COMPETIR EU ACHAR CERTEZA VASCO CAMPEÃO.,VERBO,Nacional
ACIDENTE1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acidente1Sm_Prog001.mp4,True,A,NENHUM,"Acontecimento casual, que pode provocar lesão física.","Ontem, no futebol, a bola que chutei com força bateu, por acidente, no rosto do meu amigo.",ONTEM EU FUTEBOL ACIDENTE BOLA FORTE CHUTAR AMIG@ ME@ BATER-ROSTO.,SUBSTANTIVO,Nacional
ACIDENTE2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acidente2Sm_Prog001.mp4,True,A,HIGIENE/SAÚDE,"Ocorrência como colisão, derrapagem ou capotamento, decorrente de imperícia ou de defeitos técnicos nas máquinas.","Ontem, um colega de trabalho teve acidente de carro.",COLEGA TRABALHO CARRO ACIDENTE ONTEM.,SUBSTANTIVO,Nacional
ACIMA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acimaSm_Prog001.mp4,True,A,NENHUM,Em situação ou local mais elevado.,A lâmpada acima da prateleira queimou.,LÂMPADA QUEIMAR PRATELEIRA ACIMA.,ADV.,Nacional
ACLIVE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acliveSm_Prog001.mp4,True,A,NENHUM,Ladeira considerada de baixo para cima; subida.,"Se o freio estiver com problema, é perigoso o carro no aclive.","S-I FREIO PROBLEMA, CARRO ACLIVE PERIGOS@.",SUBSTANTIVO,Nacional
ACNE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acneSm_Prog001.mp4,True,A,HIGIENE/SAÚDE,"Erupção na pele, causada por inflamação das glândulas sebáceas.",Aquele homem tem muita acne no rosto.,HOMEM AQUEL@ MUIT@ ACNE ROSTO.,SUBSTANTIVO,Nacional
AÇO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aco2Sm_Prog001.mp4,False,A,MATÉRIA/SUBSTÂNCIA,Metal resistente; liga de ferro e carbono.,"A janela da minha casa é de aço, difícil de quebrar.",CASA ME@ JANELA A-Ç-O^FERRO DIFÍCIL DE QUEBRAR,SUBSTANTIVO,Nacional
AÇOITAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acoitarSm_Prog001.mp4,True,A,NENHUM,"Usar o açoite para bater, fustigar, maltratar.",Aquele homem açoitou o cavalo para que acelerasse.,AQUEL@ HOMEM AÇOITAR CAVALO ACELERAR.,SUBSTANTIVO,Nacional
AÇOITE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acoiteSm_Prog001.mp4,True,A,NENHUM,Chicote.,Meu açoite está velho.,AÇOITE ME@ VELH@.,SUBSTANTIVO,Nacional
ACOMODADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acomodadoSm_Prog001.mp4,True,A,NENHUM,"Quieto, parado, tranqüilo.",Ele é preguiçoso e sempre fica acomodado sem fazer nada.,EL@ ACOMODAD@ SEMPRE FAZER NADA PREGUIÇOS@.,ADJETIVO,Nacional
ACOMODAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acomodarSm_Prog001.mp4,True,A,NENHUM,Descansar; relaxar; ficar tranqüilo.,"Ajude-me na obra da casa, ontem você já se acomodou muito. Hoje, por favor, me ajude!","2sAJUDAR1s ME@ CASA OBRA VOCÊ ONTEM ACOMODARmuito JÁ. POR-FAVOR, HOJE 2sAJUDAR1s.",VERBO,Nacional
ACOMPANHADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acompanhadoSm_Prog001.mp4,True,A,NENHUM,Estar com uma ou mais pessoas; ter a companhia de alguém; não estar só.,Você vai ao cinema sozinho ou acompanhado?,VOCÊ CINEMA IR SOZINH@ O-U ACOMPANHAD@?,ADJETIVO,Nacional
ACOMPANHAR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acompanhar1Sm_Prog001.mp4,True,A,NENHUM,Fazer companhia; seguir junto.,"Tenho medo de andar sozinha na rua, você me acompanha até o ponto do ônibus?",R-U-A SOZINH@ EU MEDO 2sACOMPANHAR1s PONTO-ÔNIBUS?,VERBO,Nacional
ACOMPANHAR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acompanhar2Sm_Prog001.mp4,True,A,NENHUM,Seguir na mesma direção; escoltar.,"Durante a excursão, acampanhe o carro do professor.",EXCURSÃO VOCÊ veículoACOMPANHAR PROFESSOR@.,VERBO,Nacional
ACONCHEGAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aconchegarSm_Prog001.mp4,True,A,NENHUM,Aproximar-se com carinho; abraçar; abrigar; agasalhar.,"Achei um bebê em uma cesta de lixo, na rua. Coitadinho, eu o peguei e aconcheguei em meu colo.",R-U-A EU ACHAR BEBÊ L-I-X-O CESTA. PEGAR ACONCHEGAR-COLO COITAD@.,VERBO,Nacional
ACONSELHAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aconselharSm_Prog001.mp4,True,A,NENHUM,Dar conselhos; sugerir um caminho; orientar.,Eu aconselhei meu filho a parar de mentir.,FILH@ 1sACONSELHAR3s PARAR MENTIR.,VERBO,Nacional
ACONTECER1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acontecerSm_Prog001.mp4,False,A,NENHUM,Ocorrer; suceder; tornar-se realidade.,"O que aconteceu, ele está com febre?",EL@ ACONTECER FEBRE?,VERBO,Nacional
ACONTECER2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acontecer2Sm_Prog001.mp4,True,A,NENHUM,Ocorrer; suceder; tornar-se realidade.,O que aconteceu?,ACONTECER?,VERBO,Nacional
ACONTECER3,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acontecer3Sm_Prog001.mp4,True,A,NENHUM,Ocorrer sem que seja esperado; tornar-se realidade; suceder.,Hoje tinha um sol bonito e agora chove forte. O que aconteceu?,HOJE SOL BONIT@ AGORA CHUVAmuito ACONTECER?,VERBO,Nacional
ACORDADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acordado2Sm_Prog001.mp4,False,A,NENHUM,Resolvido por acordo.,O negócio da compra do apartamento já foi acordado entre vocês dois?,APARTAMENTO NEGÓCIO COMPRAR VOCÊS-2 ACORDADO JÁ?,ADJETIVO,Nacional
ACORDAR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acordar1Sm_Prog001.mp4,True,A,NENHUM,Despertar; sair do sono.,A que horas você acorda todos os dias?,ACORDAR VOCÊ HOR@ TODOS-DIA?,VERBO,Nacional
ACORDAR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acordar2Sm_Prog001.mp4,True,A,NENHUM,Despertar outra pessoa; fazer com que alguém saia do sono.,A que horas você acorda todos os dias?,ACORDAR VOCÊ HOR@ TODOS-DIA?,VERBO,Nacional
ACORDAR3,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acordoSm_Prog001.mp4,True,A,NENHUM,Fazer acordo; concordar; combinar.,Eles já acordaram sobre a venda do carro.,ELE@-2 CARRO VENDER ACORDAR JÁ.,VERBO,Nacional
ACORDEÃO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acordeaoSm_Prog001.mp4,True,A,ESPORTE/DIVERSÃO,Instrumento musical com um fole pregueado que se comprime ou distende.,Fiquei muito contente porque o meu tio me presenteou com um acordeão.,EU CONTENTE TI@ ME@ 3sPRESENTEAR1s ACORDEÃO.,SUBSTANTIVO,Nacional
ACORDO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acordoSm_Prog001.mp4,True,A,NENHUM,"Combinação entre dois ou mais indivíduos, instituições ou países; pacto.",A FENEIS e o MEC fizeram um acordo para pressionar o Governo a aprovar o Projeto-Lei para oficialização da LIBRAS.,FENEIS M-E-C COMBINAR ACORDO PRESSIONAR GOVERNO APROVAR PROJETO LEI LIBRAS.,SUBSTANTIVO,Nacional
ACORRENTAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acorrentarSm_Prog001.mp4,True,A,NENHUM,Prender com a corrente.,Precisa acorrentar esse cachorro bravo.,CACHORR@ BRAV@ PRECISAR ACORRENTAR.,VERBO,Nacional
ACOSTUMADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acostumadoSm_Prog001.mp4,True,A,NENHUM,Aquele que mantém um costume; habituado.,"Não tenho medo de andar de avião, estou acostumado.",AVIÃO TER-NÃO MEDO EU ACOSTUMAD@.,ADJETIVO,Nacional
ACOSTUMAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acostumarSm_Prog001.mp4,True,A,NENHUM,Criar o costume; formar um hábito.,Eu acostumei meu cachorro ficar em casa sozinho.,CACHORRO ACOSTUMAR FICAR CASA SOZINH@.,VERBO,Nacional
ACOTOVELAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acotovelarSm_Prog001.mp4,False,A,NENHUM,Dar ou tocar com o cotovelo em alguém.,"No jogo de futebol, Ronaldo acotovelou o goleiro.",FUTEBOL RONALDO ACOTOVELAR GOLEIR@.,VERBO,Nacional
AÇOUGUE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acougueSm_Prog001.mp4,True,A,NENHUM,"Estabelecimento comercial que vende carne de boi, carneiro, aves e outros animais.",Li no jornal que a promoção do açougue é só hoje.,JORNAL EU LER CARNE VENDER PROMOÇÃO SÓ HOJE.,SUBSTANTIVO,Nacional
ACRE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acreSm_Prog001.mp4,True,A,PAÍS/ESTADO/CIDADE,Estado situado na região Norte do Brasil. Sua capital é a cidade de Rio Branco.,"O Acre é longe, a viagem de avião leva mais ou menos quatro horas.",ACRE LONGE AVIÃO-VOAR MAIS-OU-MENOR 4-HORA.,SUBSTANTIVO,Nacional
ACREDITAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acreditarSm_Prog001.mp4,True,A,NENHUM,Dar crédito a alguém: crer; confiar.,Meu sobrinho falou que comprou um carro e eu não acreditei.,ME@ SOBRINH@ 3sFALAR1s JÁ COMPRAR CARRO EU ACREDITAR-NÃO.,VERBO,Nacional
ACRESCENTAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acrescentarSm_Prog001.mp4,True,A,NENHUM,Adicionar; colocar mais; juntar.,"Por favor, acrescente mais açúcar ao leite.","POR-FAVOR, LEITE AÇÚCAR MAIS ACRESCENTAR.",VERBO,Nacional
ACROBATA1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acrobata1Sm_Prog001.mp4,True,A,NENHUM,"Artista de circo, cuja atividade profissional é a prática de atividades ginásticas ou malabaristas.",Fui ao circo e gostei da acrobata que dança muito bem.,EU IR CIRCO GOSTAR pessoaANDARcoisa-fina DANÇAR BEM.,SUBSTANTIVO,Nacional
ACROBATA2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acrobata2Sm_Prog001.mp4,True,A,NENHUM,"Artista de circo, cuja atividade profissional é a prática de atividades ginásticas ou malabaristas.","Ontem, no circo, vimos a acrobata dando um salto mortal.",CIRCO ONTEM NÓS VER pessoaBALANÇAR PERIGOS@ SALTO.,SUBSTANTIVO,Nacional
ACUADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acuadoSm_Prog001.mp4,True,A,NENHUM,Forçado a refugiar-se; escondido de um perigo.,"Estava certo eu ir à sua casa, mas encontrei seus cinco cães bravos. Acuado, fui embora.",EU CERT@ IR SE@ CASA MAS ENCONTRAR CÃO 5 BRAV@ SE@ EU ACUAD@ EMBORA.,ADJETIVO,Nacional
ACUAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acuarSm_Prog001.mp4,True,A,NENHUM,Cercar; travar; impedir a fuga.,Meu filho me falou mentira e eu o acuei.,FILH@ ME@ 3sFALAR1s MENTIRA EU ACUAR.,SUBSTANTIVO,Nacional
AÇÚCAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acucarSm_Prog001.mp4,True,A,MATÉRIA/SUBSTÂNCIA,"Substância doce, solúvel na água, extraída da cana-de-açúcar e da beterraba. É muito utilizada na alimentação.","Aqui no Brasil transforma-se a cana em açúcar. Lá na Europa é diferente, transforma-se a beterraba em açúcar.",BRASIL AQUI CANA TRANSFORMAR AÇÚCAR LÁ EUROPA DIFERENTE BETERRABA TRANSFORMAR AÇÚCAR.,SUBSTANTIVO,Nacional
ACUMULAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acumularSm_Prog001.mp4,True,A,NENHUM,Amontoar; juntar; reunir.,"A casa dela acumulou muita poeira e sujo, porque não é varrida há uma semana.",CASA DEL@ ACUMULAR POEIRA SUJ@ PORQUE NÃO VARRER 1 SEMANA.,VERBO,Nacional
ACUPUNTURA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acupunturaSm_Prog001.mp4,True,A,HIGIENE/SAÚDE,Antigo método terapêutico oriental. Trata dores e outras perturbações funcionais com a introdução de agulhas muito finas em pontos cutânos definidos.,Amanhã irei fazer curso de acupuntura.,EU IR CURSO ACUPUNTURA AMANHÃ.,SUBSTANTIVO,Nacional
ACUSAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acusarSm_Prog001.mp4,True,A,NENHUM,"Atribuir falta, delito ou crime a alguém; culpar.",A polícia me acusou de vender drogas.,POLÍCIA 3sACUSAR1s VENDER DROGA.,VERBO,Nacional
ADERNAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adernarSm_Prog001.mp4,True,A,NENHUM,Movimento de inclinação de uma embarcação para um dos lados.,O navio está adernando por causa do peso.,NAVIO ADERNAR PROBLEMA PESO.,VERBO,Nacional
ADESIVO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adesivoSm_Prog001.mp4,True,A,MATÉRIA/SUBSTÂNCIA,Substância que adere ou cola em diversas superfícies; material aderente.,"O meu adesivo sumiu, quem o pegou?",ME@ ADESIVO SUMIR Q-U-M PEGAR?,SUBSTANTIVO,Nacional
ADEUS1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adeusSm_Prog001.mp4,True,A,NENHUM,Gesto de despedida; expressão que indica separação.,"O filme Titanic foi ótimo, você viu? A cena da mulher dando um adeus é triste.",FILME T-I-T-A-N-I-C ONTEM ÓTIMO MULHER ADEUS TRISTE VOCÊ VER?,INTERJ.,Nacional
ADEUS2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adeus2Sm_Prog001.mp4,True,A,NENHUM,Gesto de despedida; expressão que indica separação.,Todos os dias a minha filha me dá adeus da janela.,TODO-DIA FILH@ JANELA ADEUS.,SUBSTANTIVO,Nacional
ADIANTADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adiantadoSm_Prog001.mp4,True,A,NENHUM,Aquele que chega antes da hora; antecipado.,Hoje você chegou adiantado para a reunião!,VOCÊ CHEGAR ADIANTAD@ REUNIÃO HOJE!,ADJETIVO,Nacional
ADIAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adiarSm_Prog001.mp4,True,A,NENHUM,Transferir para depois.,A diretoria decidiu cancelar e adiar para novembro a reunião de hoje.,REUNIÃO HOJE DIRETORIA DECIDIR CANCELAR ADIAR NOVEMBRO.,VERBO,Nacional
ADICIONAR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adicionar1Sm_Prog001.mp4,True,A,NENHUM,Acrescentar; aumentar a quantidade.,"O suco de laranja está azedo, por favor, adicione mais açúcar.",S-U-C-O LARANJA AZED@! POR-FAVOR AÇÚCAR MAIS ADICIONAR-COLHER.,VERBO,Nacional
ADICIONAR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adicionar2Sm_Prog001.mp4,True,A,NENHUM,Somar; juntar.,Você sabe como adicionar em matemática?,VOCÊ SABER COMO MATEMÁTICA ADICIONAR?,VERBO,Nacional
ADIVINHAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adivinharSm_Prog001.mp4,True,A,NENHUM,"Descobrir, por meios supostamente sobrenaturais ou por algum artifício, o que está oculto; intuir.","Um surdo vem à minha casa hoje, sabe quem é? Adivinhe?",HOJE VIR SURD@ ME@ CASA SABER Q-U-M ADIVINHAR?,VERBO,Nacional
ADJETIVOS,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adjetivoSm_Prog001.mp4,True,A,NENHUM,"Palavra que indica qualidade ou estado, tendo como referência os seres ou objetos nomeados pelo substantivo.",Hoje a professora deu aula sobre adjetivos.,PROFESSOR@ AULA A-D-J-E-T-I-V-O HOJE.,SUBSTANTIVO,Nacional
ADJUNTO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adjuntoSm_Prog001.mp4,True,A,NENHUM,"Auxiliar; função daquele que exerce uma co-responsabilidade, próximo a uma autoridade.",Ele vai ser diretor-adjunto.,EL@ FUTURO DIRETOR ADJUNT@.,ADJETIVO,Nacional
ADMINISTRAÇÃO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/administracaoSm_Prog001.mp4,True,A,PROFISSÃO/TRABALHO,"Ato de administrar, dirigir ou gerenciar uma empresa pública ou privada.",Meu noivo estuda na Faculdade de Administração.,NOIV@ ME@ ESTUDAR FACULDADE ADMINISTRAÇÃO.,SUBSTANTIVO,Nacional
ADMINISTRAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/administrarSm_Prog001.mp4,True,A,NENHUM,Gerir; governar; dirigir,Eu administro os negócios com o meu pai.,EU ADMINISTRAR TRABALHAR JUNTO ME@ P-A-I.,VERBO,Nacional
ADMIRADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/admiradoSm_Prog001.mp4,True,A,NENHUM,Espantado; surpreso.,Eu estou admirada como você foi falso!,EU ADMIRAD@ VOCÊ JÁ FALS@!,ADJETIVO,Nacional
ADMIRAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/admirarSm_Prog001.mp4,True,A,NENHUM,"Sentir surpresa, espanto, assombro.",Todas as pessoas admiraram a coragem dos surdos na passeata a favor do projeto de Lei para a oficialização da LIBRAS.,ONTEM PESSOA TOD@ ADMIRAR SURD@ CORAGEM PASSEATA LEI LIBRAS.,VERBO,Nacional
ADMISSÃO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/admissaoSm_Prog001.mp4,True,A,PROFISSÃO/TRABALHO,Aceitação; recepção.,Amanhã a empresa vai abrir vaga para admissão de candidatos ao emprego.,AMANHÃ EMPRESA ABRIR VAGA PESSOA ADMISSÃO TRABALHO.,SUBSTANTIVO,Nacional
ADMITIR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/admitir1Sm_Prog001.mp4,True,A,NENHUM,Consentir; receber; concordar.,"Você admite que errou, fale a verdade!",ADMITIR VOCÊ FALAR ERRADO VERDADE!,VERBO,Nacional
ADMITIR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/admitir2Sm_Prog001.mp4,True,A,NENHUM,Contratar; incluir no quadro de funcionários.,A Petrobrás tem duas vagas para admitir deficientes.,PETROBRÁS V-A-G-A 2 DEFICIENTE ADMITIR.,VERBO,Nacional
ADOÇANTE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adocanteSm_Prog001.mp4,True,A,MATÉRIA/SUBSTÂNCIA,Substância dietética que substitui o açúcar.,Não gosto de café com adoçante.,GOSTAR-NÃO CAFÉ ADOÇANTE.,SUBSTANTIVO,Nacional
ADOÇAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adocarSm_Prog001.mp4,True,A,NENHUM,Adicionar açúcar ou adoçante.,O café está amargo e precisa adoçar.,CAFÉ AMARG@ PRECISAR ADOÇAR.,VERBO,Nacional
